gender ldlsiu02
F 2.575655937
F 3.361748219
M 4.426999092
F 4.000749111
M 3.643156767
M 4.049675941
M 4.649964333
M 3.394512892
M 5.201661587
F 3.111371756
M 3.262135506
M 3.022335768
F 3.073073149
M 4.623716354
F 4.58978796
F 3.728365421
F 2.410151958
F 3.542380333
F 2.60454154
F 4.249961853
F 3.781042337
F 4.187561512
F 4.513526917
F 5.181516647
M 2.932523966
F 2.937437296
F 3.908635616
M 5.411024094
F 3.719159365
F 2.168360949
M 3.744476318
M 6.721634865
M 3.8877666
F 5.463493824
M 2.314702749
F 3.573852062
M 5.638204098
F 4.147943974
F 2.763916731
F 3.82210803
F 3.643131018
M 3.211812019
F 3.424381256
F 3.015275955
F 3.743674517
F 2.845117092
F 3.05427289
F 3.060246468
M 2.317599058
F 2.517936468
F 3.7184093
F 5.802751064
M 4.204991341
F 2.844599962
F 2.317055941
F 4.894004822
F 3.786809206
M 3.252386332
M 3.963432789
M 2.563734531
F 6.508237839
M 3.796765089
F 3.862863302
F 2.869606733
F 3.66306901
M 2.922179937
M 4.26172781
F 3.253187895
M 3.581480742
F 4.95661211
M 2.830945969
M 2.565311909
M 6.007536411
M 3.767853737
M 3.601392984
F 4.45053196
F 2.461018562
M 2.518764019
F 3.363662004
F 3.962863922
F 2.725644112
F 2.645503759
F 5.04647541
M 2.730815887
M 3.620399952
M 3.537958384
F 3.304675341
M 3.876853704
F 3.793506861
F 2.752978086
F 2.492257595
M 4.600364685
F 2.958384037
F 1.273786068
F 5.058216095
M 3.530717611
F 3.18760705
M 4.65782547
M 5.006495953
F 3.742381573
F 2.363604069
F 3.098027945
M 3.264075041
F 1.310171008
F 2.277516127
F 4.023014545
F 3.806126595
F 2.489412785
F 4.806649685
M 3.756552935
F 3.90486002
F 5.208203793
F 2.355845928
F 2.372318745
M 2.999346256
F 1.794684052
F 1.592975974
F 5.209678173
F 4.366073132
M 3.369040728
F 4.192138672
F 2.612351418
F 2.459337711
F 4.851336002
F 2.705059528
M 3.847968102
F 4.840940475
F 2.506402969
M 3.36697197
M 4.219162464
F 4.586167336
F 3.480756044
F 2.623677969
F 3.431647778
M 5.677278519
M 3.610780001
M 4.888264179
F 2.828230619
F 2.531926632
F 1.533679008
F 3.873983145
F 4.022600651
F 5.374819756
M 2.85835743
F 3.194899559
M 3.29352951
F 3.609409571
M 2.306711912
F 3.232500076
F 4.664135456
F 2.959625244
F 4.967370033
M 4.071863651
M 3.569016218
F 3.098027945
M 2.767019987
F 2.467044115
M 2.471983194
F 4.711691856
M 2.203272104
F 3.627434015
F 4.608975887
M 2.125691891
F 3.323035955
F 2.52484107
F 3.194123745
F 3.620529413
M 6.000062943
M 2.999708176
F 2.477387905
F 3.706358671
F 2.399575233
M 3.314450264
M 3.079408884
M 2.78253603
F 4.46778059
F 4.346910954
F 2.141751051
F 5.001324177
F 2.942635298
M 3.865552902
F 1.445367098
M 4.062476635
F 3.139404058
F 3.109458208
F 3.1585145
F 3.396426439
M 2.673122406
F 4.175303936
M 1.792304873
F 3.734494209
F 4.014584064
F 3.631080151
F 3.010103941
F 3.760044098
F 3.877784491
F 3.762862682
F 3.314993382
M 2.773097038
F 1.799855947
M 3.294564009
F 3.470412016
F 3.759397507
M 4.465892792
F 4.072794914
F 2.590732336
F 5.099592209
F 3.212924004
M 1.901925445
F 3.426682711
M 3.832452059
F 3.088977098
M 2.783079147
M 2.922179937
F 4.568531036
F 3.74750185
M 4.400182247
F 5.287852764
F 2.42923665
F 5.057000637
F 3.260221958
F 4.941329002
M 3.711737633
M 3.904627323
F 2.216253757
M 2.290187359
F 2.781320572
F 3.833925962
M 6.03055191
F 2.436555147
M 3.335138321
M 4.621621609
F 2.710257292
M 2.585999966
F 3.411735773
F 3.165393353
F 3.185693502
M 3.600229263
F 4.147943974
F 4.148280144
F 4.571582317
M 3.431673765
F 4.020894051
F 1.960653424
F 3.480756044
F 4.207473755
F 2.253233433
F 3.376876354
M 5.470786572
F 2.758718967
F 2.612558126
F 3.480135441
F 3.814944744
M 3.399503946
M 4.667212963
F 4.611251831
M 3.884171963
F 3.333017826
F 6.556906223
M 1.300033927
M 2.5756042
M 4.004627705
M 3.659629583
F 1.682761908
F 3.773206711
M 3.934702396
F 3.115224838
M 3.160634995
M 3.5050385
M 2.844755173
F 4.54748106
M 6.021708012
F 4.33731699
F 2.39980793
M 2.999915123
M 2.414315462
M 3.265988588
F 3.511787891
F 3.516520262
F 3.685670614
F 2.603377819
M 3.45580101
F 3.653862953
M 4.535223484
F 3.982750416
M 3.849829912
M 2.453415871
M 4.714717388
F 5.968436241
M 2.650132895
M 3.242844105
M 2.424478531
M 3.252179384
F 3.806333303
M 4.383321762
M 3.060246468
M 3.369428635
F 6.445992947
M 4.096223831
F 3.723839998
F 4.941716671
F 4.320869923
F 3.297382832
M 3.801419973
M 3.311553955
F 3.373618126
F 3.938116074
M 5.068560123
F 3.304649353
F 4.161313534
F 4.358961582
M 2.902785063
F 3.645225525
F 2.59117198
M 2.928800106
F 2.318167925
F 1.465512037
M 1.78390038
M 2.230424881
F 2.420495987
F 1.539057851
F 3.408115149
M 4.531758308
F 4.142772198
M 3.88049984
F 3.929142475
M 4.08929348
F 2.293626785
F 2.456700087
M 2.585948229
F 1.871643305
F 2.933041096
F 3.315252066
M 3.356007338
F 3.563508034
F 2.534280062
M 2.789207935
M 3.454895973
M 7.884972572
F 2.972503662
F 3.677783251
M 3.233379126
M 3.102010489
M 2.940695763
M 3.956579924
F 2.728643656
F 2.47019887
M 7.075295925
F 3.089545965
F 3.244343996
F 3.568680048
M 4.258418083
M 3.717866421
M 3.616727829
F 4.95477581
F 1.680899978
F 3.795032501
M 3.611943722
M 2.854943991
F 4.140030861
M 2.663579941
M 0.646836162
F 4.759739876
F 4.975463867
F 4.95477581
F 4.413396835
F 2.960995913
M 3.584196091
F 3.961131334
F 2.752176285
F 3.80537653
F 3.579024076
F 2.107046843
M 4.328964233
F 2.523936033
F 3.202554226
F 4.137367249
M 5.914802551
F 5.637454033
F 2.51214385
F 4.601295471
M 4.292759895
M 3.798316717
M 3.604056597
M 1.812656641
F 4.879239082
F 3.165263891
F 3.764776468
M 4.695762157
F 2.146379948
M 2.417211771
F 1.763651967
M 3.627252817
F 3.033041716
M 3.015275955
F 2.501437902
M 2.165852547
F 3.204312563
M 3.602117062
M 3.60925436
M 3.320966959
M 4.62467289
M 3.564051151
F 1.813406587
F 3.474187613
M 2.566449881
F 2.774829626
M 3.583963156
F 2.953212023
F 4.295397758
M 3.517683983
F 4.400751591
F 3.939667463
M 3.746596813
F 4.481564045
M 4.449006081
F 4.283709049
M 3.852338314
M 3.858311892
F 4.250970364
M 3.599298239
F 2.81196475
M 4.301733494
F 2.877493858
F 3.338577747
F 3.491100073
M 6.015759945
M 2.293626785
F 5.69163084
F 2.772192001
M 3.160092115
M 1.999210715
M 4.04983139
F 4.010550022
M 2.373844624
F 1.15852797
F 4.044840336
M 3.432837486
M 3.899688005
M 3.030559301
F 3.105656624
M 3.95443368
F 5.809836864
M 3.901575804
F 3.770905256
F 4.007679462
F 3.640648365
M 3.051221371
M 4.570858479
F 3.337982893
F 3.568628311
F 3.418045521
M 3.419804096
M 0.84820801
M 4.615078926
F 3.480756044
M 4.776600838
F 2.539193392
F 2.410151958
M 3.328052759
F 4.632146835
F 4.897263527
F 3.499245882
F 3.596194983
M 3.589316368
F 5.694527149
M 3.244524956
M 3.527303934
F 4.819114208
F 3.304287434
F 4.345592022
M 2.804723978
M 2.761847973
M 4.116911888
F 2.78253603
F 3.129965067
F 3.57170558
F 3.423424482
M 3.780111313
M 2.19810009
F 2.730945349
M 3.548328161
F 5.77590847
M 4.852991104
F 4.246212006
M 4.728500843
M 3.448534489
M 3.790662289
F 3.460585117
M 3.485126257
M 4.35880661
F 3.28421998
F 3.115586996
M 2.902216196
M 4.014195919
M 3.666715145
F 3.188589811
M 2.482559919
F 1.98982358
M 5.481518269
F 1.817621827
M 3.097976208
F 3.495651245
F 4.403052807
F 4.404785633
F 1.820673347
M 4.540214539
F 4.308276176
F 4.005765915
F 3.291253805
F 3.757664919
M 2.217391491
F 2.40048027
F 3.118095398
M 3.627046108
M 2.682328463
F 5.316557407
F 2.791276693
F 4.364159584
M 3.297201633
F 5.113918304
F 4.37033987
F 4.019342422
F 4.625448704
F 5.493775845
F 3.716133833
F 3.844657898
M 5.198765278
M 3.979905605
F 2.050542831
M 5.133080482
F 1.881211519
F 2.588042974
M 2.884786367
F 5.218547821
F 3.941762209
F 1.788477659
F 3.832452059
M 3.467101812
F 5.18234396
M 2.274490356
F 3.060220718
M 3.863483906
M 4.432404041
F 4.913348198
F 3.738916397
F 1.988815069
M 2.769864559
M 3.991025448
F 3.872974634
M 2.701464891
F 3.020008326
M 2.605860472
M 3.907497644
M 5.058578014
F 3.864570141
M 4.672953606
M 2.698568583
F 4.890177727
F 1.561944008
F 3.894257307
F 3.454895973
M 4.628526211
M 2.261482954
F 1.819923401
F 2.534280062
M 4.031625748
M 4.12702322
M 3.253187895
M 2.580827951
M 2.638806105
F 3.697979927
M 3.476696014
F 2.764485836
F 4.77812624
M 2.977494478
M 4.657230854
F 3.599711895
F 2.156723976
M 3.365213633
M 4.477581501
M 2.011442423
M 3.492987871
M 3.730123997
M 2.765623569
F 2.666191816
M 4.985807896
F 3.398909092
F 2.956987619
F 4.080061436
F 3.035964012
F 3.599711895
F 2.539374352
F 3.415588856
M 1.462667465
M 3.873827934
F 3.87186265
F 0.628811777
F 2.194401979
M 4.414922714
M 4.238712788
M 4.034160137
F 3.184917688
F 5.006444454
M 3.341835976
F 4.572953224
M 3.981638432
M 3.966923952
M 5.030778408
F 2.834255934
F 5.139209747
F 2.838600397
M 2.693991423
M 5.868461609
F 5.609473705
M 3.591436863
F 2.782277346
F 2.823860168
F 4.24481535
F 2.919464588
M 3.417657614
F 3.356627941
M 4.206129074
F 1.875056863
F 4.365168095
F 4.636180878
F 2.118942499
M 3.444551945
F 3.952106237
F 2.986700773
M 3.232655048
F 2.958384037
M 3.72955513
F 2.638780355
M 3.963432789
F 2.767511368
F 2.932472229
M 1.809786201
F 4.209956169
F 2.696473837
M 4.235867977
M 2.077954531
F 3.646208286
M 3.829167843
F 5.134994507
M 2.385403872
M 2.663579941
F 2.342916012
F 3.189753532
M 2.617032051
M 2.063369513
F 2.952203512
M 2.912947893
M 3.609047413
M 5.157207966
F 4.99858284
F 4.280450821
M 4.09216404
M 2.27865386
F 2.301255465
M 4.945543766
F 3.152928829
F 3.219027042
F 2.394972086
M 4.458031178
M 2.960840702
F 3.466507196
M 4.358599663
M 3.821875334
M 4.00788641
M 3.691437483
F 5.08924818
F 4.469305992
M 4.28758812
F 5.296127796
M 4.023816109
F 2.618505955
F 2.679406404
F 4.635016918
M 4.430619717
M 3.172297955
M 5.154725552
F 2.479430914
M 2.820214033
M 3.303149462
F 2.64953804
F 3.428001642
F 3.842796087
F 3.55019021
M 2.921947241
F 2.833247423
F 3.860949755
M 4.334136009
F 2.95851326
F 4.015152931
F 2.43955493
F 1.751342654
F 2.236915827
F 2.772192001
M 4.250401497
M 4.715105534
F 3.156006098
F 3.287245512
F 5.236882687
F 2.63821125
M 3.161772966
F 3.531648397
M 1.696752191
F 3.724564075
F 4.469901085
M 2.337743998
M 4.424129009
F 3.387660027
F 3.808040142
M 2.570483923
F 3.692368269
F 2.570483923
F 4.394596577
M 4.354022503
F 2.526573658
F 4.085879803
M 4.212645531
M 3.44716382
F 8.318257332
M 4.012282372
F 1.877772212
F 9.627161026
M 4.083552837
F 5.774770737
F 5.116194248
F 3.519209862
F 4.077397823
M 3.028076649
M 5.451624393
M 5.179783821
F 6.899447918
F 2.962159634
F 3.446982861
F 3.923582554
M 3.710961819
F 3.643699884
M 2.379662991
M 4.711691856
M 4.626018047
M 3.566326857
M 2.214883089
F 3.703151941
M 2.142113209
F 2.503247976
M 2.798052073
F 2.553002596
F 4.945156097
F 2.158146381
F 3.689497948
M 5.483974934
M 4.194233418
F 4.307086468
F 3.742381573
F 3.239533901
M 5.245520115
F 2.430607319
M 3.543725014
F 3.868371487
F 3.293917418
F 3.599711895
F 2.663579941
M 5.801794529
F 3.289391994
F 4.179312229
M 3.113543987
F 3.505012751
F 2.554968119
M 3.229370832
M 4.016497612
M 2.410151958
M 2.779200077
F 5.235356808
M 3.347395897
M 3.216182232
F 4.966024876
M 3.206640005
M 2.615661383
M 2.929214001
F 2.601826429
M 4.334136009
M 3.268703938
F 4.45053196
F 3.884508133
F 1.641566992
F 4.837862968
F 3.779154539
M 3.293581247
M 5.232874393
F 2.442476988
F 3.193761826
M 3.009483337
M 2.291532278
M 4.275847435
M 3.423863888
M 3.494306564
M 3.577058554
F 3.622262001
M 3.832400322
M 3.407520533
F 5.383431435
F 3.385487795
F 3.144136429
F 4.282415867
M 3.537647963
F 3.654845476
M 4.622371674
F 2.465259552
F 2.428486824
M 2.78253603
F 2.744159698
M 4.096172333
M 4.816244125
F 3.627020121
F 4.295578957
F 4.567780972
F 4.026040077
F 4.432404041
M 2.082350731
F 3.729012012
M 1.697114229
F 4.975463867
M 2.342502356
M 5.15490675
F 4.427231789
F 1.812630892
M 4.141375542
F 2.836324692
F 3.620710373
M 3.0887959
M 2.684578419
F 2.371982574
M 4.497105598
M 1.320928812
F 2.780389547
F 3.457895756
M 3.264230251
F 2.673923969
F 2.999759912
F 2.032596111
M 3.377315998
F 1.776995778
F 4.310137749
F 3.958054066
M 2.514316082
F 5.616792202
F 4.271787643
M 3.475351334
M 5.157776833
F 2.857788563
F 4.017816544
F 2.188273191
F 4.47794342
M 3.684532881
F 4.248823643
F 3.306744099
M 3.28303051
M 3.348921776
M 3.741036892
F 2.135389566
M 3.337233067
M 3.656552315
F 2.828799486
F 3.118716002
F 4.937294483
F 2.332571983
M 3.658284903
F 3.410184145
M 3.294564009
M 4.294440746
F 3.335939884
F 2.958384037
F 2.856624842
F 4.750326633
F 3.127663612
M 3.080934525
F 4.096146584
F 3.069452763
F 4.033901215
M 2.109193325
M 3.117345333
M 4.590977669
F 2.63210845
F 3.729012012
F 2.779044867
F 3.848692179
M 3.534363747
F 3.994076967
M 5.091704845
F 3.425932884
F 3.389521837
F 4.266900063
M 2.620057583
F 3.381660461
F 3.894515991
M 2.577724695
M 3.511787891
F 4.19790554
F 2.489749193
M 4.136410236
F 3.315252066
M 3.809617519
F 3.984508753
F 3.016129494
M 4.570263863
F 2.948040009
M 4.389838219
M 4.309388161
F 3.178581953
M 4.685832024
M 3.899248362
M 3.487221003
F 5.809449196
F 4.504579067
F 2.48356843
M 2.69978404
F 3.485307455
F 2.896320105
F 4.229687691
F 2.958384037
F 1.941155076
F 2.358199358
M 3.122698545
F 3.707522392
F 1.105178833
M 2.491714478
F 2.422900915
M 2.751503944
M 4.991523266
F 3.625571966
F 3.258359909
M 3.837003469
F 3.485928059
F 2.79471612
M 3.930720091
F 3.946003199
F 2.679820061
F 5.710198402
F 3.425131083
F 3.227069378
F 2.610851526
M 2.291196108
F 4.145176888
M 3.783757687
M 3.045454502
M 3.340310335
M 4.33581686
M 3.495082378
M 3.082460165
M 5.001324177
F 2.327399969
M 3.465240002
M 3.457533836
F 3.889343977
M 3.646260023
F 4.703028679
F 3.783576488
M 3.779542446
F 3.837624073
F 2.935523748
M 3.265393972
M 2.710128069
F 2.750081778
F 4.130462646
M 3.848123074
M 4.556868076
F 3.668421984
F 4.391027927
F 4.132428169
F 4.851336002
F 4.066873074
F 3.66322422
M 3.905558109
F 2.966943741
M 3.949649572
F 3.64292407
M 3.331854105
F 4.64479208
M 4.985006332
F 3.139740229
F 3.102967262
M 2.59117198
F 3.769560575
M 2.743228912
F 4.549575806
M 3.415795565
M 2.263577461
M 6.319925308
F 2.079273224
M 4.375667095
M 4.947276592
F 3.64716506
F 3.488565683
F 3.925677299
F 3.015275955
F 3.157350779
F 3.392832041
M 3.578015566
F 5.165224552
F 3.255774021
M 3.696014643
F 4.59790802
M 2.406660795
F 4.046934605
M 3.718667984
F 1.956308961
M 2.10267663
M 3.185150385
F 3.792368889
F 3.948847771
F 4.587563992
M 2.77441597
M 4.072820663
M 3.782413006
F 5.616740227
F 4.17357111
F 3.520916462
F 3.252360582
M 4.083914757
F 2.073971987
F 5.619972706
F 2.860116005
F 2.5571661
F 3.537647963
M 3.524562836
M 4.097904682
M 1.070603967
M 4.122084141
M 4.067648888
M 2.822127581
F 3.946235895
F 2.568880796
M 6.347724915
F 4.28758812
M 4.527568817
F 2.464328766
M 3.73108077
M 2.27813673
F 2.332313299
M 4.362246037
F 2.676742792
F 5.787467957
M 3.792368889
F 2.890527248
F 3.204105616
M 3.013129711
F 3.415588856
M 3.232500076
F 4.851336002
M 2.662390471
F 3.612667799
F 2.953341246
M 2.632884264
F 3.36730814
M 3.062366962
F 3.460016251
F 3.88370657
F 3.771086216
F 4.453376293
F 2.517755508
M 3.791075945
F 2.226571798
F 4.696305275
F 1.820544004
F 2.642245531
M 2.580827951
F 3.148144722
M 3.051040411
F 3.015275955
M 3.109483957
F 4.571039677
M 2.021993399
M 4.829070568
F 2.451528072
F 1.108488917
M 4.339307785
M 5.546064854
M 5.51852417
M 2.834255934
F 3.076305628
F 3.63431263
M 3.926065207
M 7.255307674
M 3.044859886
F 3.007931709
M 3.605607986
F 1.742964029
F 4.31991291
M 4.38657999
M 5.188446999
F 4.467806339
M 3.290297031
F 4.308224201
M 4.820303917
F 3.857096672
M 4.396148205
F 2.270508051
M 4.734060764
M 3.761156082
F 7.571807861
M 5.642419338
F 3.728003502
F 3.383961916
M 4.430645466
M 3.762500763
F 3.272867441
M 4.100775242
M 2.84227252
M 3.072168112
F 3.754044533
M 3.806359291
F 4.419706821
M 4.727208138
M 3.12212944
F 2.835936785
M 1.922613382
F 4.455160618
F 2.615428686
M 3.051221371
M 3.71349597
M 3.647552967
F 3.687635899
F 3.053548813
F 5.410429001
F 3.925548077
M 3.463869333
F 2.306711912
M 3.085899591
M 3.638941526
M 3.995628595
M 3.577446461
M 3.96459651
F 4.057459831
M 4.277244091
F 2.874442339
M 4.141013622
M 3.851769447
F 2.971339941
F 2.883441687
M 4.120894432
F 2.435753345
M 2.82042098
F 2.596343994
F 2.906224489
F 3.137231827
M 2.925774574
F 3.866121769
F 2.875011444
F 2.734229565
M 4.548049927
F 3.223604202
M 2.668751955
M 1.530912042
F 5.516739845
F 2.781889439
M 5.715215206
F 1.803812623
M 2.629832745
M 3.58913517
F 5.099592209
M 3.239921808
F 2.586129189
F 2.994122505
M 4.558032036
F 3.951175213
F 3.103199959
M 2.530013084
F 2.00673604
M 2.022019148
M 3.966872215
F 3.748691559
M 4.63002634
F 5.040165901
M 3.560404778
F 3.139921188
F 1.502879739
M 3.341111898
M 3.82210803
F 3.048557758
F 4.619319916
M 4.924261093
M 3.547991991
M 4.936725616
F 3.262342453
M 2.841884613
M 4.928915977
M 3.809048653
F 3.372273207
F 2.710076332
M 3.961751938
F 2.400118351
F 3.452516794
M 2.922179937
F 5.621963978
F 2.795310736
F 4.152262688
F 2.725644112
F 3.859786034
F 3.992784023
M 4.103283882
M 3.868811131
F 3.949235678
M 4.757438183
F 3.89234376
M 3.898860455
M 2.717368841
F 3.408477306
F 3.294564009
F 2.418349504
M 2.392877579
M 4.126402855
M 2.728436947
M 2.209168196
M 4.221464157
M 5.285783768
F 1.741541743
M 3.809824467
M 2.700715065
M 4.266900063
F 3.286107779
F 2.439606428
F 3.654819727
F 1.947671771
F 3.353137016
F 4.122084141
M 5.378259182
M 4.497493744
M 4.112852097
M 3.248016119
M 3.977267981
M 4.504811764
F 5.090722084
M 3.701755524
F 4.427231789
F 4.346160889
M 3.192210197
M 3.098545313
F 5.430600166
F 4.198655605
F 4.112076283
F 3.806591988
F 2.473509073
F 2.213615894
F 2.945686817
F 3.977992058
F 3.214061737
M 5.577278137
M 4.887539864
M 3.182279825
M 3.302347898
F 3.443905592
F 4.30804348
F 2.365491867
F 2.816955566
F 4.312413692
F 3.132809639
M 2.742065191
F 3.615952015
M 1.683511853
M 4.304397106
F 2.428874731
M 3.115018129
M 3.024042606
F 3.449723959
F 4.517586708
F 3.754872084
F 2.249819994
M 4.343859196
M 3.493168831
M 4.757826328
M 5.395870209
F 3.947735786
F 3.978948832
M 4.924856186
F 4.002869606
F 2.429624557
F 2.577698946
F 3.316725969
F 4.558781624
F 5.549297333
F 2.710128069
M 2.544934273
F 3.83871007
M 5.190903664
M 2.305703402
F 3.889861107
M 3.015275955
F 3.954226732
F 4.34155798
F 3.651199341
F 2.739944696
M 4.004990101
F 4.432352066
F 4.509363174
M 3.998680115
M 2.927351952
F 2.450855732
M 6.959546566
F 2.940126896
F 2.808525324
M 3.834908724
M 2.851840734
F 2.368543148
F 5.769417763
F 3.472455025
F 4.063045502
M 5.107013702
M 4.561471462
F 4.013420105
F 1.374717593
F 1.728353143
M 3.043954849
F 3.993896008
M 4.072432995
F 1.81164813
M 4.330256939
M 4.977532864
M 3.434363127
F 3.78068018
M 3.283754587
F 3.687222242
F 3.719960928
M 3.518253088
M 3.677292109
F 3.621304989
F 3.101596594
M 2.824067116
M 4.186785698
F 4.944767952
M 4.687125206
F 3.151196241
M 3.680705547
M 5.366001606
F 4.331575871
F 2.332494497
F 1.77916801
F 3.351171494
F 3.823581934
F 3.387013435
F 3.040489435
M 3.6469841
M 3.653681755
M 4.528706551
F 2.72078228
M 3.980862617
M 2.954143047
F 3.532475948
F 3.099088192
M 3.802531958
M 3.128827333
M 3.242844105
F 4.277787209
M 3.576489687
M 4.299612999
M 2.890346289
F 0.79237628
F 3.990042925
F 4.773756027
F 3.166918993
F 4.390976429
M 3.730511904
F 3.573852062
F 4.608252048
M 4.50266552
M 3.459266424
F 2.287317038
F 2.815404177
F 3.435294151
F 2.21622777
F 1.629179955
M 3.135887146
F 2.857943773
F 4.495942116
M 3.47558403
F 3.783343792
M 2.530220032
F 4.230075359
M 3.965346575
M 2.953341246
F 2.868313551
F 3.894515991
M 1.544281602
F 3.669404745
M 3.846597433
F 4.310680866
F 3.069995642
M 3.926272154
M 3.620943069
M 3.501004457
M 4.20364666
F 2.00707221
F 4.5693326
F 2.076014996
M 4.042357445
M 3.52094245
F 6.008260727
F 3.146800041
F 3.237620354
F 4.561652184
F 3.26730752
M 4.63597393
M 2.844186306
F 2.93769598
F 2.917007923
F 4.732379913
F 3.499866486
F 2.282300234
M 4.292527199
F 3.824176788
F 3.341060162
F 3.511710405
F 3.951925278
F 2.97863245
F 2.477387905
F 3.924694538
F 6.409789085
F 2.503558397
M 5.272130013
F 4.618751049
F 2.254552364
M 4.010937691
F 3.030533314
M 4.749577045
F 2.336140633
M 4.310913563
M 4.952241898
M 3.330354214
F 2.568311691
M 2.104021311
M 3.388772011
M 3.93852973
M 3.359446764
F 4.715286732
M 1.789512038
F 2.322227955
F 4.940346241
F 3.874164104
F 3.531053782
F 3.287633419
M 3.650061369
F 2.135596275
M 3.405425787
F 4.447092533
F 2.942867994
F 2.878864527
F 4.634111881
M 1.872264028
F 2.207228661
M 4.209387302
F 3.153497696
M 2.606688023
F 4.427749157
F 4.070363998
M 2.656080484
F 2.063627958
F 7.076769829
M 4.313602924
M 3.995421648
F 2.239475965
F 4.328964233
M 3.759216547
M 3.649673462
F 2.508419991
F 2.953548193
M 4.717976093
M 2.650132895
F 3.206640005
M 3.290866137
F 4.115722656
F 2.714110374
M 4.552083969
M 4.943630219
F 2.138466835
F 3.791075945
F 4.469332218
F 4.468556404
F 2.720472097
F 4.310112
M 3.71349597
F 3.884301186
M 3.858311892
M 3.77473259
M 3.648716688
M 4.173002243
F 2.858719587
M 3.497384071
F 2.767019987
M 3.24261117
F 3.32076025
M 3.574394941
M 2.927351952
F 4.374296665
F 3.631649017
M 2.477543116
M 3.915204048
F 5.030778408
F 2.80793047
M 4.515155792
M 1.855377436
M 3.625571966
M 4.032375813
M 1.461322784
F 4.155546665
M 6.216899395
F 3.982439995
F 3.379927874
F 4.699382782
F 3.7167027
M 2.78253603
M 2.725230217
F 3.536820412
M 3.516959906
F 6.120337963
F 2.87002039
M 3.193011761
F 3.506616116
M 2.554968119
F 3.563508034
F 3.465162516
F 3.238396168
M 4.028987885
F 3.63074398
F 4.025884628
M 3.560973644
M 3.191123962
F 2.172240019
M 5.49266386
F 2.82096386
F 4.111843586
F 3.644682646
M 3.397383451
F 1.546427965
F 3.170435905
M 2.831721783
M 2.616592407
F 3.844838858
M 3.413468361
F 3.564800978
F 4.247298241
F 1.823750615
F 2.600093603
M 3.664413691
M 3.888930321
M 1.893288136
F 2.311030626
F 4.639620304
F 4.089267731
F 2.353208303
F 3.708323956
F 2.675966978
M 4.936544895
F 4.008299828
M 3.17576313
F 3.249490023
M 6.171488762
M 3.81383276
M 3.568680048
M 4.210008144
F 3.337233067
F 4.333722115
F 1.556125522
F 3.160092115
F 3.807445288
F 2.601257324
M 2.781527519
F 4.125471592
F 4.318620205
F 3.739356041
M 2.148578167
F 1.810924053
M 3.470179319
M 3.794282675
F 3.050962687
M 3.508477926
M 3.118716002
F 3.812875986
F 2.289023876
M 3.778197765
F 2.549796104
F 3.609823227
M 2.506092548
M 4.234859467
F 2.802008629
M 3.198752642
F 4.478512287
F 4.119549751
F 2.122769833
F 2.487654448
F 2.792880058
M 2.858486891
F 3.166350126
M 1.789460301
F 2.710128069
F 5.279810429
F 2.310487509
F 3.646596193
F 3.083986044
F 2.754684687
F 3.842796087
M 2.888613701
M 3.615227938
F 2.455096722
F 3.948485851
F 3.732011795
F 4.568349838
M 3.439328194
F 0.608459949
M 2.815636873
M 3.749648333
M 3.472092867
F 4.691883087
M 1.929673195
M 3.410985708
M 5.111823559
F 3.966923952
F 6.105391026
F 4.717407227
F 2.051680565
F 4.101912975
M 4.242332935
F 3.850217819
M 3.852338314
F 3.268703938
F 2.521608591
F 3.735270023
M 4.698813915
F 2.918275118
F 4.101396084
M 2.965986729
F 4.86240387
M 6.640615463
M 3.226733208
M 3.096450567
M 3.989499807
M 3.032084942
F 3.184943438
M 5.308515072
F 4.692891598
F 4.192345619
F 5.699880123
M 2.823110342
M 2.498024225
F 3.352154255
F 1.850386381
F 3.050290346
F 2.99606204
M 3.775559902
M 3.077339888
F 2.720472097
F 3.361179352
M 4.114377499
M 2.720627069
M 5.630135536
M 4.130074978
M 3.691799402
F 4.178743362
M 1.464607
M 3.351455927
M 3.389728785
F 2.826549768
F 4.437575817
M 3.293581247
F 3.832788229
F 4.813942432
F 3.651199341
M 4.080708027
F 3.790248394
M 3.978560925
F 3.048169851
M 2.824067116
F 3.880861998
M 4.277192116
F 3.358877897
M 3.31230402
F 3.646932364
F 4.882368088
F 1.465718985
F 2.460294485
M 3.952131987
F 2.721765041
M 5.477871895
F 2.726937056
F 2.847211838
M 3.408348083
M 4.049055576
F 4.441351414
M 4.98691988
M 4.192526817
F 2.492903948
M 4.693641663
F 3.059832811
M 3.165807009
M 3.334362507
M 1.923570275
M 5.123641968
M 4.584280014
M 3.237672091
F 3.739692211
M 3.550836563
F 4.239617825
M 5.955997467
M 2.697999716
M 4.525499821
M 1.397319198
M 4.449213028
F 1.711130381
F 4.125290871
F 1.935207248
M 3.780731916
M 3.956579924
F 4.132428169
F 2.663528204
M 2.31147027
M 4.162839413
F 3.847968102
M 3.079977751
F 3.368988991
M 4.361107826
F 1.571460485
M 3.196295977
M 3.812669039
M 4.70093441
M 3.265419722
F 3.537647963
F 3.285306215
F 3.27628088
M 3.3295784
M 2.896320105
F 3.625571966
M 2.860116005
F 3.221897364
F 2.415323973
F 2.855487108
F 2.751503944
F 1.714517951
M 2.59117198
F 3.09285593
F 2.854943991
M 5.652996063
F 1.881004691
F 2.16680932
F 4.26172781
F 4.16475296
M 4.652420998
F 2.368776083
