gender ldlsiu02
F 1.628352523
F 2.327167273
M 2.942247391
M 3.247602224
F 4.002455711
F 2.904103756
M 3.859217167
F 3.58489418
M 3.912669659
F 3.331880093
M 3.019646406
M 6.418451786
M 4.07913065
M 3.242844105
F 4.51145792
M 4.404216766
M 3.272298574
F 4.080708027
M 2.529806137
F 3.977759361
F 4.25440979
F 4.138504982
F 2.658407927
F 4.763566971
M 5.077895641
F 2.632548094
F 4.963904381
F 6.201228142
M 2.504359961
M 4.303440094
F 3.273875952
M 4.194491863
F 4.278511047
M 4.204215527
F 3.532036304
M 4.048874378
M 4.752628326
M 4.02009201
M 1.99827981
F 3.939667463
F 3.202192068
M 3.246257544
M 3.418692112
F 2.827092886
M 4.281614304
F 1.714724898
F 4.783479214
M 4.465323925
F 2.488404274
F 4.077785969
F 2.791276693
M 4.29979372
M 3.715952635
M 4.057873726
F 4.680427074
F 3.273772478
F 3.573050261
F 4.790952682
F 3.035524368
F 3.413649321
F 2.475422621
F 1.965101361
F 2.349329233
F 4.157279491
F 3.077288389
F 4.784100056
F 3.067332268
F 3.279047966
M 3.882775545
F 3.187244892
M 5.978831768
F 4.111740112
F 1.855351567
F 3.268445492
M 3.658077955
M 2.801620722
F 2.322176218
M 5.027907848
F 4.636361599
F 3.753656626
F 1.770298004
M 3.193580627
M 4.674686432
M 3.919574261
M 2.823911905
M 4.447919846
M 3.742381573
M 2.409919262
F 3.843520164
F 3.764388561
M 4.489813328
F 2.93211031
M 1.578132391
F 2.614109755
F 1.933319449
M 3.107363462
M 3.075969458
F 2.268516779
F 2.286024094
M 1.671642065
F 3.440440178
F 4.223170757
F 4.406078339
F 4.820252419
M 3.703151941
F 2.701257944
F 5.408334732
F 3.516727209
F 3.532475948
F 3.118457317
F 3.47188592
F 4.251719952
M 3.265367985
M 3.935064554
M 3.415976763
F 3.296813726
M 5.523851395
F 2.689440012
F 3.428027391
M 5.336702347
F 3.280108213
F 3.842796087
M 2.876924992
F 3.133585453
F 2.467044115
F 1.734456062
F 4.00959301
F 5.348752975
F 3.237672091
M 1.696959019
F 5.903113842
F 5.63091135
F 3.29200387
F 3.914195538
F 3.958261013
F 3.819185734
F 4.142539024
M 3.71349597
F 4.165141106
F 4.907788277
F 2.953212023
F 3.485928059
M 2.872709751
M 2.917551041
F 3.130352974
M 2.554968119
M 2.78253603
F 3.219027042
F 3.254662037
F 3.495263577
M 3.577265501
M 3.65849185
F 4.04137516
F 4.016290665
M 2.004770756
F 2.503196239
F 3.889343977
M 3.197407961
F 1.405387521
F 3.265393972
M 4.044504166
F 3.697979927
M 2.927119255
F 2.485714912
M 3.83108139
M 6.355198383
F 2.536322832
M 2.74633193
F 7.264125824
M 2.902216196
M 3.430535793
M 2.460682392
F 3.152954578
M 5.197859764
F 2.59117198
M 4.790565014
M 2.810283661
F 3.120577812
F 3.620399952
F 5.699543953
M 1.754213095
M 3.12481904
F 3.431285858
M 3.453111649
M 4.08047533
M 2.820575953
F 2.420237303
M 2.898957729
F 4.538094044
F 2.89114809
F 3.641243219
F 3.294693232
M 4.591339588
F 3.959967613
F 2.910051584
M 3.041679144
F 4.21517992
F 3.149489403
M 2.324477911
M 3.015275955
F 3.335939884
M 4.825062275
M 2.202599525
F 2.580207348
F 3.361799955
F 4.430800915
F 3.706358671
F 2.157267094
F 2.412789822
M 4.669100761
F 3.793144703
F 2.572914839
M 4.484124184
F 2.461872101
M 2.503972054
F 3.66322422
M 3.521692276
M 5.377483368
F 3.982207298
M 3.877422571
F 4.186371803
M 2.275680065
F 3.231672525
F 3.356757402
M 3.532475948
M 3.074986696
F 2.246690989
M 2.668105602
M 2.689440012
F 3.329138756
F 3.628390789
F 4.9679389
M 1.290672541
M 4.448075294
F 3.382229328
F 3.114811182
M 3.32042408
F 3.002759695
F 1.94193089
F 3.932788849
M 3.205631495
M 3.777628899
M 3.262161493
F 4.282157421
M 6.145835876
M 4.122084141
M 3.291253805
M 3.875896692
M 4.041400909
M 3.372143984
F 2.984244108
F 3.555361986
F 3.661724329
F 2.549796104
M 3.55849123
F 3.172685862
M 3.215794325
M 2.431201935
M 4.506493092
M 5.850437164
M 3.876465797
F 3.583006382
F 3.279047966
F 3.868604183
F 3.372143984
F 4.111895084
M 4.277244091
M 3.301235914
M 3.578222275
M 3.346620083
M 1.878522158
M 2.373948097
F 3.776077271
F 3.278013706
F 1.589252114
F 3.963200092
M 3.372092247
F 3.418692112
F 4.049675941
M 2.964280128
M 3.998680115
M 3.49182415
M 3.587971449
M 4.454591751
F 3.755777121
M 3.837624073
M 3.310080051
M 3.610055923
F 2.893190861
M 3.765216112
M 2.155689716
M 3.244912863
M 4.062269688
M 2.632548094
M 2.819645166
F 4.411457539
F 4.075535774
M 3.708323956
M 4.242721081
M 4.134496689
F 2.277541876
M 3.274031162
F 5.218547821
M 4.070907116
F 4.126402855
F 3.554819107
F 3.538165092
M 3.242844105
M 3.768241644
F 5.300653458
M 3.108371973
F 2.844599962
F 2.949126005
M 1.97053194
F 4.318180561
F 1.835051417
F 3.494875669
F 3.760044098
F 4.41587925
F 2.979072094
F 4.078535557
F 3.190684319
M 3.099708796
F 1.737171412
M 3.157764673
M 3.408348083
F 1.570141673
M 4.256504059
F 3.096036673
F 3.697979927
M 1.81283772
M 3.568033457
F 3.020447969
F 3.569016218
F 2.617937088
M 2.188661098
M 4.613423824
F 6.020207882
F 3.020447969
F 2.548968554
M 4.191000938
F 3.990947962
F 3.09285593
M 2.619488716
F 2.373948097
F 2.916568279
F 3.904627323
M 3.791619062
M 3.852338314
F 6.587369442
M 4.463436127
F 5.75659132
M 1.535618544
F 2.323883057
M 2.993398428
F 3.265781879
F 3.620529413
F 3.128620386
F 3.641605139
M 3.088407993
F 5.528428555
M 2.407048702
M 2.974442959
M 3.760044098
M 2.485973597
F 4.273933887
M 2.120520115
M 4.577219963
F 2.645865917
M 4.90013361
M 3.281116724
M 4.417043209
F 2.949151993
F 5.058939934
F 3.692756176
M 2.839764118
F 1.668331981
M 4.521440029
M 2.988407373
F 2.938963175
F 2.456622362
F 2.76714921
F 3.024016619
F 2.185790539
F 6.758226395
F 4.645180225
M 3.754070282
F 4.688262939
M 3.695626736
F 2.765390873
M 2.513592005
M 2.518764019
F 3.127663612
F 2.767330408
F 3.795420408
M 3.374781609
F 2.810645819
F 2.121425152
F 3.556551695
F 5.104143143
F 4.445385933
F 3.875508785
M 3.038420677
M 2.899914503
M 4.018643856
M 4.119549751
F 5.479940891
F 5.120409489
F 4.135789871
M 3.376126528
F 2.027346373
F 3.604883909
F 4.124515057
M 3.253317356
M 5.709836483
F 4.762015343
F 2.633272171
F 2.609868765
F 4.498838425
F 3.188538074
F 4.091052055
F 4.455729485
M 6.373015881
M 2.105004072
M 3.409847975
M 3.857484579
F 3.672068357
M 3.673232079
M 3.877034664
F 3.324380636
M 5.023124218
F 2.573664665
F 5.215625763
M 2.130863905
F 4.9591465
M 3.416726589
F 3.850786686
M 2.901647091
F 3.340465546
M 4.632353306
M 3.222156048
F 2.481939316
M 3.882206678
F 3.691980362
M 4.333334446
M 4.187173843
F 4.292527199
F 3.077262402
F 2.684267998
F 2.011908054
M 3.51807189
M 3.478790522
F 2.54532218
M 2.915042639
M 2.966581583
F 3.887559652
M 3.542819977
M 1.702312112
M 2.785742521
M 4.363202572
F 2.487731934
F 3.878999949
M 3.566714525
F 4.039331913
F 5.150303364
M 2.997044802
M 3.546802521
F 2.421918392
F 5.722869873
M 2.738263607
M 2.21165061
F 3.460067987
M 4.063045502
M 3.152773619
F 3.702919245
F 4.993048668
M 3.891800642
M 2.788613081
F 2.99166584
M 3.444319248
F 4.318620205
F 3.604883909
F 4.395372391
M 4.122084141
F 4.115153313
F 2.568337679
M 2.648581266
F 2.856418133
F 6.62701273
F 3.3833673
F 5.295326233
M 4.398837566
M 3.548328161
F 5.740920067
F 4.97559309
F 3.858311892
M 4.231238842
M 2.553209543
F 4.387511253
M 4.028987885
M 3.563275337
F 4.032013416
M 2.862184763
F 5.093385696
M 4.340989113
F 2.034638882
M 5.277896881
M 2.890708447
M 3.415019989
M 3.647191048
M 1.609784961
F 3.147963762
M 2.46663022
M 2.203272104
F 3.319777489
F 3.987741232
F 3.697747231
F 3.878172398
M 3.163686514
M 6.728772163
F 4.778488159
F 3.581842661
F 2.637720108
M 3.206381321
F 2.378085613
M 2.930170774
F 2.463371992
M 3.111371756
M 3.578791142
M 2.523134232
F 3.673206091
M 2.75817585
F 3.584713221
M 3.191641092
F 3.827228308
F 2.517548561
F 4.711433411
M 3.448534489
M 2.924817801
F 4.394234657
M 3.591436863
F 2.610282421
M 4.688857555
F 3.190322399
F 2.823084593
M 2.683647394
M 4.307267666
F 5.718473434
M 3.923582554
F 2.015295744
F 3.697979927
M 2.611860037
F 5.596104145
F 3.448508501
F 2.229131937
M 3.251248598
F 4.133126259
M 3.46730876
F 2.934386015
F 4.313447952
F 4.661653042
F 1.913640022
F 3.620399952
M 2.703378439
F 5.314669609
M 4.249056816
F 4.114171028
M 4.932122707
M 2.64260745
M 4.113420963
M 4.59115839
M 3.894076347
F 3.090321779
F 3.010103941
M 2.638262987
F 2.915611506
M 1.347719789
F 3.535294771
F 3.084761858
F 3.084192991
M 2.601852179
M 3.393944025
F 2.980365038
M 3.004931927
M 3.785903931
F 3.063892841
M 3.133999348
M 3.310054064
M 1.867583394
F 4.460720539
M 3.389728785
M 2.244596243
M 2.735987902
M 4.12280798
M 3.41789031
F 1.717103958
F 4.099999428
F 3.76019907
M 3.694489002
M 2.447261095
M 3.187451839
M 4.413216114
F 4.877195835
F 4.246212006
F 3.311760902
M 3.603125572
M 3.59335041
F 4.388287067
M 1.722224236
F 3.882594585
F 3.793325901
M 3.73108077
F 2.966555834
F 3.601005077
M 4.058442593
F 4.163822174
F 4.068579674
F 2.524453163
F 3.677292109
M 5.396257877
F 4.04137516
F 2.35377717
F 4.46069479
M 3.922832727
M 3.437802553
F 2.618868113
M 2.159723759
F 4.104990482
M 3.423243284
F 2.560631275
F 3.180521488
M 2.856055975
F 1.448160052
M 3.847916365
M 2.700120211
F 2.722126961
F 3.718667984
M 3.382643223
M 4.5693326
F 4.200181007
F 2.953212023
F 2.579767704
F 3.692807913
M 3.932788849
M 3.605995893
M 4.127773285
F 3.847735167
F 3.582799673
M 3.933926582
M 2.866219044
M 3.924746275
M 2.947781324
M 2.57847476
F 3.18778801
F 3.257739305
F 3.813807011
M 2.158404827
F 4.193302631
F 4.01246357
F 3.857277632
F 3.837003469
F 3.184348583
F 5.296127796
F 3.273875952
F 2.894923449
F 3.646260023
F 1.726775646
F 4.567212105
M 2.460113525
M 2.147026539
M 3.082511902
F 2.669656992
M 1.986047983
F 3.986008644
F 3.997956038
F 1.923984051
F 2.562027693
M 3.425932884
M 6.08568573
F 3.295469046
F 3.284530401
F 3.268031597
F 3.755777121
F 3.235137701
M 4.565298557
M 2.380413055
F 4.387537003
M 2.949332952
M 3.318251848
M 2.96138382
F 3.62533927
M 2.947031498
M 1.417645216
F 2.642891884
M 3.572093487
F 6.005984783
M 3.932969809
F 2.860995293
M 2.804723978
F 2.777364016
M 3.12906003
M 3.47558403
F 2.373948097
F 2.759675741
F 3.703151941
F 3.218096018
M 5.218547821
M 4.155365944
F 3.872431517
F 4.435222626
F 4.647481441
F 3.63260603
F 3.51364994
M 3.534544706
F 3.114811182
F 2.637849331
F 5.271948814
M 3.594126225
F 3.317113876
M 2.765261412
M 3.035964012
F 4.18944931
M 4.788651466
M 2.74633193
M 5.890907764
M 1.756902575
M 2.803224087
F 4.245410442
M 2.689440012
M 2.850315094
M 0.633026958
F 3.173823595
F 2.766554594
M 3.35122323
F 4.460125923
F 3.44716382
F 3.469403505
F 3.206640005
M 3.626296043
M 1.542367935
F 3.948304892
M 3.595057249
M 2.653184175
F 3.371135473
F 3.633562803
F 3.553164005
F 5.16964674
F 2.728462696
M 3.876284599
M 2.994587898
M 4.077785969
F 4.147943974
F 2.683802605
F 5.096462727
F 4.311094761
M 3.281866789
M 4.645956039
F 3.539328814
F 3.232267141
F 2.978606462
F 3.319622278
M 3.990068674
F 3.070202589
M 4.582392216
F 4.502070904
M 4.53868866
M 3.603306532
M 3.233430862
F 4.172976494
F 2.296367884
M 5.112961769
F 2.735987902
M 4.85896492
F 3.863251209
M 2.304358721
M 5.379603863
M 4.814899445
M 3.099139929
F 5.002073765
M 5.32597065
M 3.102579355
F 1.417464137
F 3.512874126
F 5.316376209
M 3.433406353
F 3.008319616
M 3.565576792
M 4.530672073
M 2.161637306
F 3.387401342
F 2.658330441
F 2.942557573
F 6.582559586
M 2.539400339
M 3.861518621
M 4.308276176
M 4.169744015
F 2.819670916
F 4.067622662
M 3.454895973
F 2.939738989
F 2.576742172
M 1.973557591
F 4.544791698
F 2.136035919
M 3.465240002
F 3.291435003
F 3.544888735
F 4.063019753
F 4.132376194
F 2.57425952
F 1.189560056
M 3.356627941
F 4.313189507
M 1.861092448
F 2.879381657
M 2.103038549
M 4.163227081
F 2.789569855
F 3.268703938
M 1.948654413
M 2.130863905
F 2.322926283
M 3.74734664
M 2.803224087
M 4.204835892
M 4.126816273
M 2.255509138
M 2.472759008
M 2.525746107
F 2.865288019
M 3.631442308
M 4.675487995
F 3.799454689
M 1.037813544
F 2.336373329
F 2.36510396
M 2.081005812
F 5.838955402
M 1.773995996
F 2.133993149
M 3.671499252
M 3.025619984
M 3.663637877
F 4.669126511
M 5.097057819
F 4.844198704
F 4.326041698
M 2.494015932
F 2.896630287
F 2.719670296
F 3.016517162
M 5.161655903
M 4.297880173
M 4.101396084
M 3.056031466
M 2.629263878
M 4.55136013
F 3.085537672
F 3.062522173
F 5.091859818
F 6.620160103
M 1.970894098
M 3.042635918
M 3.807703972
M 3.580911875
M 3.150653124
F 3.853476286
M 4.45324707
F 2.906663895
M 3.523813009
F 3.77186203
M 3.997154236
M 3.511167288
M 2.585741282
F 2.772192001
M 2.109529495
F 2.986105919
F 4.311663628
F 3.067720175
M 2.638650894
M 3.260247707
F 3.649052858
F 2.580000401
F 2.891277313
F 2.854892254
F 2.174308777
F 3.130715132
F 1.704225779
F 5.319453716
F 3.551767588
M 4.44903183
F 4.602640152
F 3.522442341
F 3.970518589
M 4.878670216
M 4.810296059
M 4.111740112
F 4.584073067
F 4.975619316
M 4.034160137
M 3.898291588
M 4.247711658
M 3.517115116
F 4.163822174
F 3.384117126
M 5.04226017
F 3.84732151
F 4.164158344
F 5.97590971
M 3.602349758
F 1.99421978
M 3.653681755
F 5.049552917
F 4.199612141
F 3.302942753
M 3.327483892
F 3.333586693
F 3.744528055
M 2.348088026
F 5.02177906
F 2.066834688
F 3.219983816
M 4.442101479
F 1.015936017
M 3.444707155
F 3.144524336
F 3.559060097
M 1.763651967
F 2.806404829
M 4.236022949
F 2.932834387
M 3.546621323
M 2.329649925
F 3.722443581
M 4.08929348
F 2.36275053
M 2.810464859
F 4.336928844
M 2.157655001
M 2.747004271
M 4.1936903
M 3.338577747
F 2.486335516
M 1.240038753
F 2.620057583
F 3.275892973
M 4.323791981
F 2.482559919
M 3.579024076
F 1.848059058
M 3.263299227
F 4.295009613
M 6.583955765
F 4.79400444
F 4.603415966
F 4.715079784
M 4.177579403
F 2.580827951
F 2.467044115
F 2.922179937
F 2.730815887
F 2.349743128
F 3.023292542
F 3.230741501
F 3.809798717
F 5.494707108
F 1.61723268
F 4.74497366
M 2.643822908
F 3.733382225
M 3.893507481
M 4.518569469
F 3.465395212
M 3.681455374
M 5.090902805
M 2.19168663
F 5.473087788
F 3.112690687
M 5.497836113
F 3.344137669
M 4.689219475
M 2.632522106
F 2.539452076
F 3.665732622
M 2.95546174
M 1.687158108
M 5.224443913
M 2.918301105
F 3.454249382
F 4.048279762
F 5.640893459
F 4.189320087
M 4.207861423
M 3.716133833
F 3.266738653
F 3.500823259
F 3.28421998
F 3.555025816
F 2.128691673
F 3.692807913
F 3.80079937
M 2.952410221
F 3.834313869
M 2.407048702
M 2.80469799
M 4.08929348
F 3.219414949
F 3.285125017
F 1.97053194
M 4.528137684
M 3.655026436
F 5.165250778
M 3.931056261
F 2.254345417
F 3.759397507
F 3.957485199
F 1.903295994
F 3.127973795
F 6.21157217
F 3.553500175
M 3.698523045
F 4.980558395
F 2.683621407
F 5.381698608
M 4.958939552
M 4.008635998
F 5.152605057
M 2.704956055
F 2.84529829
F 2.009166956
M 4.065192223
F 2.624246836
F 3.247395277
M 4.671815872
M 3.529760599
M 2.648063898
F 3.689885855
M 4.256556034
F 5.05050993
F 2.717937708
F 3.774370432
M 2.409919262
F 5.148725986
M 3.089158058
F 3.380522728
M 3.976647377
F 3.316157103
M 4.732535362
F 3.615227938
F 4.499769211
M 3.083442926
F 2.685560942
F 4.328964233
M 3.406977415
M 3.661776066
M 3.719779968
F 4.765274048
M 3.505607367
F 4.023816109
M 4.346936703
F 4.665143967
F 3.752130747
F 0.708563983
F 3.283573389
M 3.556939602
F 3.42991519
M 2.311883926
M 4.596123695
F 3.627614975
F 2.840332985
F 2.562958717
F 2.69150877
F 3.491100073
F 4.621983528
M 2.962185383
M 3.253187895
M 5.181490421
F 4.941897869
F 2.981657982
M 4.526611805
F 3.543337107
F 2.989415884
M 3.09285593
F 2.936661482
M 3.154920101
M 3.497745991
F 6.073014259
F 3.281297922
F 3.327845812
M 3.593893528
F 3.431854725
M 4.474116325
F 4.541016102
F 3.599711895
F 5.096669674
F 2.997406721
M 3.635915995
M 3.037463903
F 4.861266136
F 2.730815887
M 2.15631032
F 3.451766968
M 5.140967846
F 6.083745956
F 3.394668102
M 2.395696163
F 3.291072845
F 2.885976076
M 3.36730814
M 4.032970428
F 3.465912342
F 4.943009853
F 4.463436127
M 2.518531322
F 3.950580597
M 2.542451859
F 4.158055305
F 3.185951948
F 2.878062725
F 3.235499859
M 4.411715984
F 2.686491966
M 2.032596111
M 2.208986998
M 3.29758954
F 4.557075024
F 3.310597181
M 4.445385933
F 2.253388643
F 3.578791142
M 4.628940105
M 2.066084623
M 1.947801113
M 2.054370165
F 3.361955166
F 4.034160137
M 2.748193979
F 2.993967295
M 2.889389515
M 2.823498249
F 5.614645481
F 3.605970144
F 4.783479214
F 2.89114809
F 2.268671989
F 2.208004475
M 4.759352207
M 3.968216896
M 3.705401897
M 3.341835976
F 2.825386047
F 4.110886574
M 4.019186974
F 3.842796087
M 3.61807251
F 3.697566271
M 4.404966354
F 3.257532597
M 4.187561512
M 2.530220032
M 3.710004807
F 3.517658234
F 2.420495987
F 2.388274431
F 2.813568115
M 2.022252083
M 4.362064838
F 3.670516729
F 4.60111475
M 3.98083663
F 2.923835039
F 4.176234722
F 4.618596077
F 4.196742058
F 2.092487812
F 3.473049641
F 2.74633193
F 3.294564009
M 5.057414532
F 3.481092215
F 4.970292091
M 3.188201904
F 5.032355785
M 3.55562067
M 4.498062611
F 2.431926012
F 2.661019802
F 3.459835291
M 3.326708078
M 4.637137413
M 3.62668395
F 2.281912327
M 3.945434332
M 3.206640005
M 4.275666714
M 3.884327173
M 4.015928745
F 3.185719252
F 5.784907818
M 3.76306963
M 3.749700069
F 3.28760767
M 2.792880058
M 3.719004154
M 4.591520786
M 4.429662704
M 2.870615244
F 4.735767841
F 3.966923952
F 2.968728065
F 4.722035885
F 4.129117966
F 2.284989595
F 4.582392216
M 3.682619095
F 2.710645199
M 3.294331312
F 7.032342434
M 1.816665053
F 4.00364542
F 3.185951948
F 4.34155798
F 3.165263891
F 1.618836045
F 2.956030846
F 4.257668018
M 3.939486504
F 5.72023201
F 3.437414646
M 3.775689363
F 2.526160002
M 2.298566103
F 4.525499821
M 3.389703035
M 2.410151958
M 3.911868095
F 3.616908789
M 3.94005537
F 2.105702162
F 2.732858896
F 1.504586577
F 3.057945013
M 3.841580629
F 3.760742188
F 4.000981808
M 5.158940792
F 4.781358719
F 3.476308107
F 2.993191481
M 3.041265249
M 3.465007305
M 1.801536918
F 2.467354298
M 3.395288706
F 1.893805385
M 3.61365056
M 3.88049984
M 3.472273827
M 6.392591953
M 3.015819073
M 1.897710204
F 5.172904968
M 4.152495384
M 2.9133358
F 3.757716656
F 2.924791813
M 2.939376831
F 3.276875734
F 3.193347931
F 4.592684269
M 4.883635044
M 2.410151958
F 3.47457552
F 6.139500141
M 4.153452396
M 3.362136126
F 1.942292929
F 2.576948881
F 3.655362606
F 4.820303917
F 2.254992008
M 3.096657515
F 3.295417309
F 2.999759912
F 4.155753613
F 4.505717278
M 4.385856152
M 1.872807026
F 2.42349577
M 4.34577322
M 4.804788113
M 3.692963123
F 3.193373919
M 2.477724075
F 3.242844105
F 3.245429993
F 5.300291538
F 5.302386284
F 4.161313534
M 4.302121162
F 2.85411644
F 4.388881683
F 5.399516106
M 3.039170742
F 4.426223278
M 2.456700087
F 3.491100073
F 2.992622614
F 3.103199959
F 2.389463902
F 4.369512558
F 2.815248966
M 4.764523983
F 5.617309093
M 3.741243839
F 4.984618664
F 4.39689827
F 3.32686305
M 3.291047096
M 2.70927453
M 4.63597393
M 3.874939919
M 3.486652136
F 3.604444265
M 3.858311892
F 3.61365056
F 4.484641075
F 2.074489117
F 3.37170434
M 3.647940874
M 2.637720108
F 2.463165045
M 3.405632734
F 4.125471592
M 3.844089031
F 4.740939617
F 4.048667431
F 3.175375223
F 5.906527519
M 5.229616165
M 2.684267998
F 5.314048767
M 3.471317053
M 5.523075581
F 3.778585672
M 3.912488699
F 3.552517414
M 5.247821331
F 3.196295977
F 4.247117043
F 5.56507206
F 2.229131937
M 2.648193359
F 4.700856686
F 3.016517162
F 5.309109688
F 5.580536366
F 4.98063612
F 3.261178732
F 8.19756794
M 4.547092915
F 2.379120111
F 2.866555214
F 3.341111898
M 3.884171963
F 1.93347466
M 4.60957098
M 4.088129997
M 5.240916729
F 3.610185385
F 3.382488012
M 3.358308792
F 4.576211452
F 2.711214066
F 2.52484107
F 3.885464907
F 2.630556822
M 4.632534504
M 4.805900097
F 2.084316015
F 2.923059225
F 2.592077017
M 2.346329451
F 2.787708044
M 3.832452059
F 3.315562248
F 4.341764927
M 4.911641598
F 3.803876638
M 3.383987904
F 5.011435032
M 3.862475395
F 4.093482971
M 3.536846399
M 4.444247723
M 3.946235895
M 3.855596781
F 3.157738686
M 5.070421696
M 3.304287434
F 3.279772043
F 2.007046223
F 2.156284332
M 3.516959906
M 3.47610116
F 2.995311975
M 2.911835909
M 2.243458509
F 2.78253603
F 4.641326904
M 4.142772198
F 2.765390873
M 2.403764486
F 3.098027945
F 4.450738907
F 5.473087788
F 4.888057232
M 3.828211069
M 3.791800022
F 3.949235678
F 2.903327942
F 4.323559284
F 3.218845844
F 5.339184761
M 4.261107445
F 2.243639469
F 2.550701141
F 4.431162834
F 2.823911905
F 2.711033106
F 2.871391058
F 4.783634663
M 3.726270914
F 3.339689732
F 3.026912928
F 3.04260993
F 2.500067234
F 2.498075962
F 3.331285238
F 4.490589142
M 2.875787258
F 3.450422287
M 3.53837204
M 4.862585068
F 3.522080183
M 2.850677013
F 4.128936768
F 2.792880058
F 3.460067987
M 3.855389833
F 3.98929286
M 4.401915073
M 2.905474424
F 3.373799086
M 3.278996229
F 5.733782768
F 4.335584164
M 2.767744064
M 4.459557056
F 3.794282675
M 3.579024076
F 2.16189599
F 2.820808887
M 3.920143366
F 5.293205738
F 2.917007923
F 2.961409569
M 2.766218424
M 3.219828606
M 3.820530653
F 2.362000704
M 5.321988106
M 5.05358696
M 2.844367266
M 3.614607334
F 6.666707993
F 2.968728065
M 6.169006348
F 3.991361618
M 4.416655064
M 2.948040009
M 3.717271566
M 2.624246836
F 1.923984051
M 4.636180878
M 3.294564009
F 4.463772297
F 3.414425135
F 4.126040459
F 3.488177776
M 2.043663979
F 2.638030291
M 1.855377436
F 4.30690527
F 4.028548241
M 3.805790424
M 5.880512238
M 2.632315159
F 3.010103941
M 2.731307268
M 4.351332664
F 2.186540604
M 2.885924339
F 3.527303934
M 2.396704912
M 2.56983757
M 3.197201014
M 3.938736677
M 3.084347963
F 2.455846548
F 4.835820198
M 4.863929749
F 1.908468008
F 2.653365374
M 2.235390186
M 3.86865592
F 4.247685909
F 3.263531923
F 3.655776501
M 4.196353912
F 2.226597786
M 3.872250557
M 4.518336773
F 3.273022652
F 3.408348083
F 3.414994001
F 4.492088795
F 9.507817268
M 1.847515941
M 4.652059078
F 3.410985708
F 4.169898987
F 4.564341545
F 3.362704992
M 3.517115116
F 3.283987284
M 3.057738066
M 2.43601203
M 4.043314457
F 3.664413691
F 3.86899209
F 2.085971117
F 3.787972689
M 3.439535141
M 2.875192404
M 3.825133562
F 3.188744783
F 4.135634422
F 3.55833602
M 3.254299879
F 3.124974012
M 3.577446461
M 4.690952301
M 3.568680048
F 3.015275955
M 3.39218545
M 2.626186371
M 3.369014978
F 4.432404041
F 4.086215973
M 4.622190475
M 3.428803205
M 3.788360596
M 2.454346657
M 3.44700861
F 1.93618989
M 4.478150368
F 5.639341831
F 2.322227955
M 3.269996881
F 2.394635916
F 3.209639788
F 1.868359089
M 3.33818984
F 2.341700554
M 3.047988892
M 4.35172081
M 4.254797459
F 3.362136126
M 3.516959906
F 3.136688709
F 3.799428701
F 3.919160604
M 2.652641296
M 3.253187895
F 3.93871069
M 2.417573929
F 2.937437296
F 3.744528055
M 3.912669659
M 2.190212727
M 1.411955953
F 3.56288743
F 2.786699533
M 3.345482349
M 3.382488012
M 3.523606062
M 3.765940189
F 2.619100809
F 3.20485568
F 2.98726964
M 2.337743998
F 4.696874142
M 3.134361267
M 3.015431166
F 2.460475445
F 3.180779934
M 2.057214737
F 2.596887112
M 3.988543034
F 1.986047983
F 6.170196056
F 1.442729354
M 5.266570091
M 3.556008577
F 3.827280045
F 3.263531923
M 4.617975235
M 3.421329737
F 0.62063998
F 2.913878918
F 3.4759202
M 3.711349726
M 3.857122421
F 3.041136026
M 3.111216545
M 3.755984068
F 3.827280045
F 6.05674839
M 2.69978404
M 3.788360596
M 4.592684269
F 3.219621658
M 5.053043842
F 3.54139781
M 3.056988239
F 6.055222511
M 3.73126173
M 3.330768108
F 5.880124569
M 3.63074398
M 3.496272087
F 2.341312647
F 3.447370768
M 6.480076313
M 2.860116005
M 4.406544209
F 3.327069998
M 2.226985693
F 3.255411863
M 0.967655361
F 3.842796087
M 4.733880043
F 3.0368433
M 3.867854357
F 2.560631275
M 5.063724041
F 2.368129492
M 4.592735767
F 2.916749477
F 5.113892555
M 2.865288019
F 3.383186102
M 4.259193897
M 2.653235912
M 2.730815887
M 4.027798653
M 3.894852161
F 3.020447969
M 2.89590621
M 2.694612026
M 4.462039471
M 3.72955513
M 5.384776115
F 2.924403906
F 2.268930435
M 3.444551945
M 3.198933601
M 4.301526546
F 4.448437214
F 4.02549696
M 3.819211721
M 3.206640005
M 3.670361519
M 3.6761024
F 3.778585672
F 4.343083382
F 5.637479782
F 3.270565987
F 2.632548094
F 4.335609913
F 3.612900496
M 3.35409379
F 5.680510998
F 4.98063612
M 4.003851891
F 3.018430948
F 3.966923952
F 3.398909092
F 2.371775866
M 4.122420311
F 3.836434364
M 4.900340557
F 4.279881954
F 3.629166603
M 1.725482583
F 3.692807913
F 2.731695175
F 2.355690956
M 3.059470654
F 3.850993633
F 3.250989914
F 3.206769228
M 2.803224087
M 3.356395245
M 3.488384724
F 2.387886524
F 2.781889439
F 3.03381753
F 2.482146263
M 3.991025448
M 3.033610821
M 3.327845812
F 3.035317421
F 3.755182266
M 3.54258728
M 3.260997772
M 2.728488684
M 3.117319584
M 2.690551996
M 2.777364016
M 3.566714525
F 2.305134535
F 3.479747534
M 4.126247406
M 3.545069933
M 4.22433424
M 3.273875952
F 2.820214033
F 3.739356041
F 4.103438854
F 3.318458557
M 1.986953139
F 1.372441888
F 2.07679081
M 2.654710054
M 3.321923971
